from_node_id,to_node_id,driving_time_cost,length,time_stamp
0,1,1,10,0
0,36,0,0,0
1,2,9,80,0
1,3,2,20,0
1,36,1,10,0
2,1,9,80,0
2,6,2,20,0
2,29,1,10,0
3,1,2,20,0
3,4,3,30,0
3,12,4,40,0
4,3,3,30,0
4,5,3,30,0
4,11,4,40,0
4,25,1,10,0
5,4,3,30,0
5,6,3,30,0
5,9,2,20,0
6,2,2,20,0
6,5,3,30,0
6,8,2,20,0
6,31,1,10,0
7,8,3,30,0
7,18,2,20,0
8,6,2,20,0
8,7,3,30,0
8,9,3,30,0
8,16,2,20,0
9,5,2,20,0
9,8,3,30,0
9,10,2,20,0
10,9,2,20,0
10,11,3,30,0
10,16,3,30,0
10,17,4,40,0
10,15,4,40,0
10,34,1,10,0
11,4,4,40,0
11,10,3,30,0
11,14,4,40,0
11,12,3,30,0
11,33,1,10,0
12,3,4,40,0
12,11,3,30,0
12,13,10,90,0
12,26,1,10,0
13,12,10,90,0
13,24,3,30,0
13,30,1,10,0
14,11,4,40,0
14,15,3,30,0
14,23,2,20,0
14,27,1,10,0
15,10,4,40,0
15,19,3,30,0
15,22,2,20,0
15,14,3,30,0
15,35,1,10,0
16,8,2,20,0
16,18,3,30,0
16,17,2,20,0
16,10,3,30,0
16,32,1,10,0
17,16,2,20,0
17,19,2,20,0
17,10,4,40,0
18,7,2,20,0
18,28,1,10,0
18,20,11,100,0
18,16,3,30,0
19,17,2,20,0
19,20,5,50,0
19,15,3,30,0
20,18,11,100,0
20,19,5,50,0
20,21,3,30,0
20,22,4,40,0
21,20,3,30,0
21,22,3,30,0
21,24,3,30,0
22,15,2,20,0
22,20,4,40,0
22,21,3,30,0
22,23,3,30,0
23,14,2,20,0
23,22,3,30,0
23,24,3,30,0
24,23,3,30,0
24,21,3,30,0
24,13,3,30,0
25,4,1,10,0
26,12,1,10,0
27,14,1,10,0
28,18,1,10,0
29,2,1,10,0
30,13,1,10,0
31,6,1,10,0
32,16,1,10,0
33,11,1,10,0
34,10,1,10,0
35,15,1,10,0
0,1,1,10,1
0,36,0,0,1
1,2,9,80,1
1,3,2,20,1
1,36,1,10,1
2,1,9,80,1
2,6,2,20,1
2,29,1,10,1
3,1,2,20,1
3,4,3,30,1
3,12,4,40,1
4,3,3,30,1
4,5,3,30,1
4,11,4,40,1
4,25,1,10,1
5,4,3,30,1
5,6,3,30,1
5,9,2,20,1
6,2,2,20,1
6,5,3,30,1
6,8,2,20,1
6,31,1,10,1
7,8,3,30,1
7,18,2,20,1
8,6,2,20,1
8,7,3,30,1
8,9,3,30,1
8,16,2,20,1
9,5,2,20,1
9,8,3,30,1
9,10,2,20,1
10,9,2,20,1
10,11,3,30,1
10,16,3,30,1
10,17,4,40,1
10,15,4,40,1
10,34,1,10,1
11,4,4,40,1
11,10,3,30,1
11,14,4,40,1
11,12,3,30,1
11,33,1,10,1
12,3,4,40,1
12,11,3,30,1
12,13,10,90,1
12,26,1,10,1
13,12,10,90,1
13,24,3,30,1
13,30,1,10,1
14,11,4,40,1
14,15,3,30,1
14,23,2,20,1
14,27,1,10,1
15,10,4,40,1
15,19,3,30,1
15,22,2,20,1
15,14,3,30,1
15,35,1,10,1
16,8,2,20,1
16,18,3,30,1
16,17,2,20,1
16,10,3,30,1
16,32,1,10,1
17,16,2,20,1
17,19,2,20,1
17,10,4,40,1
18,7,2,20,1
18,28,1,10,1
18,20,12,100,1
18,16,3,30,1
19,17,2,20,1
19,20,5,50,1
19,15,3,30,1
20,18,12,100,1
20,19,5,50,1
20,21,3,30,1
20,22,4,40,1
21,20,3,30,1
21,22,3,30,1
21,24,3,30,1
22,15,2,20,1
22,20,4,40,1
22,21,3,30,1
22,23,3,30,1
23,14,2,20,1
23,22,3,30,1
23,24,3,30,1
24,23,3,30,1
24,21,3,30,1
24,13,3,30,1
25,4,1,10,1
26,12,1,10,1
27,14,1,10,1
28,18,1,10,1
29,2,1,10,1
30,13,1,10,1
31,6,1,10,1
32,16,1,10,1
33,11,1,10,1
34,10,1,10,1
35,15,1,10,1
0,1,1,10,2
0,36,0,0,2
1,2,9,80,2
1,3,2,20,2
1,36,1,10,2
2,1,9,80,2
2,6,2,20,2
2,29,1,10,2
3,1,2,20,2
3,4,3,30,2
3,12,4,40,2
4,3,3,30,2
4,5,3,30,2
4,11,4,40,2
4,25,1,10,2
5,4,3,30,2
5,6,3,30,2
5,9,2,20,2
6,2,2,20,2
6,5,3,30,2
6,8,2,20,2
6,31,1,10,2
7,8,3,30,2
7,18,2,20,2
8,6,2,20,2
8,7,3,30,2
8,9,3,30,2
8,16,2,20,2
9,5,2,20,2
9,8,3,30,2
9,10,2,20,2
10,9,2,20,2
10,11,3,30,2
10,16,3,30,2
10,17,4,40,2
10,15,4,40,2
10,34,1,10,2
11,4,4,40,2
11,10,3,30,2
11,14,4,40,2
11,12,3,30,2
11,33,1,10,2
12,3,4,40,2
12,11,3,30,2
12,13,11,90,2
12,26,1,10,2
13,12,11,90,2
13,24,3,30,2
13,30,1,10,2
14,11,4,40,2
14,15,3,30,2
14,23,2,20,2
14,27,1,10,2
15,10,4,40,2
15,19,3,30,2
15,22,2,20,2
15,14,3,30,2
15,35,1,10,2
16,8,2,20,2
16,18,3,30,2
16,17,2,20,2
16,10,3,30,2
16,32,1,10,2
17,16,2,20,2
17,19,2,20,2
17,10,4,40,2
18,7,2,20,2
18,28,1,10,2
18,20,12,100,2
18,16,3,30,2
19,17,2,20,2
19,20,5,50,2
19,15,3,30,2
20,18,12,100,2
20,19,5,50,2
20,21,3,30,2
20,22,4,40,2
21,20,3,30,2
21,22,3,30,2
21,24,3,30,2
22,15,2,20,2
22,20,4,40,2
22,21,3,30,2
22,23,3,30,2
23,14,2,20,2
23,22,3,30,2
23,24,3,30,2
24,23,3,30,2
24,21,3,30,2
24,13,3,30,2
25,4,1,10,2
26,12,1,10,2
27,14,1,10,2
28,18,1,10,2
29,2,1,10,2
30,13,1,10,2
31,6,1,10,2
32,16,1,10,2
33,11,1,10,2
34,10,1,10,2
35,15,1,10,2
0,1,1,10,3
0,36,0,0,3
1,2,9,80,3
1,3,2,20,3
1,36,1,10,3
2,1,9,80,3
2,6,2,20,3
2,29,1,10,3
3,1,2,20,3
3,4,3,30,3
3,12,4,40,3
4,3,3,30,3
4,5,3,30,3
4,11,4,40,3
4,25,1,10,3
5,4,3,30,3
5,6,3,30,3
5,9,2,20,3
6,2,2,20,3
6,5,3,30,3
6,8,2,20,3
6,31,1,10,3
7,8,3,30,3
7,18,2,20,3
8,6,2,20,3
8,7,3,30,3
8,9,3,30,3
8,16,2,20,3
9,5,2,20,3
9,8,3,30,3
9,10,2,20,3
10,9,2,20,3
10,11,3,30,3
10,16,3,30,3
10,17,4,40,3
10,15,4,40,3
10,34,1,10,3
11,4,4,40,3
11,10,3,30,3
11,14,4,40,3
11,12,3,30,3
11,33,1,10,3
12,3,4,40,3
12,11,3,30,3
12,13,11,90,3
12,26,1,10,3
13,12,11,90,3
13,24,3,30,3
13,30,1,10,3
14,11,4,40,3
14,15,3,30,3
14,23,2,20,3
14,27,1,10,3
15,10,4,40,3
15,19,3,30,3
15,22,2,20,3
15,14,3,30,3
15,35,1,10,3
16,8,2,20,3
16,18,3,30,3
16,17,2,20,3
16,10,3,30,3
16,32,1,10,3
17,16,2,20,3
17,19,2,20,3
17,10,4,40,3
18,7,2,20,3
18,28,1,10,3
18,20,13,100,3
18,16,3,30,3
19,17,2,20,3
19,20,5,50,3
19,15,3,30,3
20,18,13,100,3
20,19,5,50,3
20,21,3,30,3
20,22,4,40,3
21,20,3,30,3
21,22,3,30,3
21,24,3,30,3
22,15,2,20,3
22,20,4,40,3
22,21,3,30,3
22,23,3,30,3
23,14,2,20,3
23,22,3,30,3
23,24,3,30,3
24,23,3,30,3
24,21,3,30,3
24,13,3,30,3
25,4,1,10,3
26,12,1,10,3
27,14,1,10,3
28,18,1,10,3
29,2,1,10,3
30,13,1,10,3
31,6,1,10,3
32,16,1,10,3
33,11,1,10,3
34,10,1,10,3
35,15,1,10,3
0,1,1,10,4
0,36,0,0,4
1,2,10,80,4
1,3,2,20,4
1,36,1,10,4
2,1,10,80,4
2,6,2,20,4
2,29,1,10,4
3,1,2,20,4
3,4,3,30,4
3,12,4,40,4
4,3,3,30,4
4,5,3,30,4
4,11,4,40,4
4,25,1,10,4
5,4,3,30,4
5,6,3,30,4
5,9,2,20,4
6,2,2,20,4
6,5,3,30,4
6,8,2,20,4
6,31,1,10,4
7,8,3,30,4
7,18,2,20,4
8,6,2,20,4
8,7,3,30,4
8,9,3,30,4
8,16,2,20,4
9,5,2,20,4
9,8,3,30,4
9,10,2,20,4
10,9,2,20,4
10,11,3,30,4
10,16,3,30,4
10,17,4,40,4
10,15,4,40,4
10,34,1,10,4
11,4,4,40,4
11,10,3,30,4
11,14,4,40,4
11,12,3,30,4
11,33,1,10,4
12,3,4,40,4
12,11,3,30,4
12,13,11,90,4
12,26,1,10,4
13,12,11,90,4
13,24,3,30,4
13,30,1,10,4
14,11,4,40,4
14,15,3,30,4
14,23,2,20,4
14,27,1,10,4
15,10,4,40,4
15,19,3,30,4
15,22,2,20,4
15,14,3,30,4
15,35,1,10,4
16,8,2,20,4
16,18,3,30,4
16,17,2,20,4
16,10,3,30,4
16,32,1,10,4
17,16,2,20,4
17,19,2,20,4
17,10,4,40,4
18,7,2,20,4
18,28,1,10,4
18,20,13,100,4
18,16,3,30,4
19,17,2,20,4
19,20,6,50,4
19,15,3,30,4
20,18,13,100,4
20,19,6,50,4
20,21,3,30,4
20,22,4,40,4
21,20,3,30,4
21,22,3,30,4
21,24,3,30,4
22,15,2,20,4
22,20,4,40,4
22,21,3,30,4
22,23,3,30,4
23,14,2,20,4
23,22,3,30,4
23,24,3,30,4
24,23,3,30,4
24,21,3,30,4
24,13,3,30,4
25,4,1,10,4
26,12,1,10,4
27,14,1,10,4
28,18,1,10,4
29,2,1,10,4
30,13,1,10,4
31,6,1,10,4
32,16,1,10,4
33,11,1,10,4
34,10,1,10,4
35,15,1,10,4
0,1,1,10,5
0,36,0,0,5
1,2,10,80,5
1,3,2,20,5
1,36,1,10,5
2,1,10,80,5
2,6,2,20,5
2,29,1,10,5
3,1,2,20,5
3,4,3,30,5
3,12,5,40,5
4,3,3,30,5
4,5,3,30,5
4,11,5,40,5
4,25,1,10,5
5,4,3,30,5
5,6,3,30,5
5,9,2,20,5
6,2,2,20,5
6,5,3,30,5
6,8,2,20,5
6,31,1,10,5
7,8,3,30,5
7,18,2,20,5
8,6,2,20,5
8,7,3,30,5
8,9,3,30,5
8,16,2,20,5
9,5,2,20,5
9,8,3,30,5
9,10,2,20,5
10,9,2,20,5
10,11,3,30,5
10,16,3,30,5
10,17,5,40,5
10,15,5,40,5
10,34,1,10,5
11,4,5,40,5
11,10,3,30,5
11,14,5,40,5
11,12,3,30,5
11,33,1,10,5
12,3,5,40,5
12,11,3,30,5
12,13,12,90,5
12,26,1,10,5
13,12,12,90,5
13,24,3,30,5
13,30,1,10,5
14,11,5,40,5
14,15,3,30,5
14,23,2,20,5
14,27,1,10,5
15,10,5,40,5
15,19,3,30,5
15,22,2,20,5
15,14,3,30,5
15,35,1,10,5
16,8,2,20,5
16,18,3,30,5
16,17,2,20,5
16,10,3,30,5
16,32,1,10,5
17,16,2,20,5
17,19,2,20,5
17,10,5,40,5
18,7,2,20,5
18,28,1,10,5
18,20,14,100,5
18,16,3,30,5
19,17,2,20,5
19,20,6,50,5
19,15,3,30,5
20,18,14,100,5
20,19,6,50,5
20,21,3,30,5
20,22,5,40,5
21,20,3,30,5
21,22,3,30,5
21,24,3,30,5
22,15,2,20,5
22,20,5,40,5
22,21,3,30,5
22,23,3,30,5
23,14,2,20,5
23,22,3,30,5
23,24,3,30,5
24,23,3,30,5
24,21,3,30,5
24,13,3,30,5
25,4,1,10,5
26,12,1,10,5
27,14,1,10,5
28,18,1,10,5
29,2,1,10,5
30,13,1,10,5
31,6,1,10,5
32,16,1,10,5
33,11,1,10,5
34,10,1,10,5
35,15,1,10,5
0,1,1,10,6
0,36,0,0,6
1,2,11,80,6
1,3,2,20,6
1,36,1,10,6
2,1,11,80,6
2,6,2,20,6
2,29,1,10,6
3,1,2,20,6
3,4,4,30,6
3,12,5,40,6
4,3,4,30,6
4,5,4,30,6
4,11,5,40,6
4,25,1,10,6
5,4,4,30,6
5,6,4,30,6
5,9,2,20,6
6,2,2,20,6
6,5,4,30,6
6,8,2,20,6
6,31,1,10,6
7,8,4,30,6
7,18,2,20,6
8,6,2,20,6
8,7,4,30,6
8,9,4,30,6
8,16,2,20,6
9,5,2,20,6
9,8,4,30,6
9,10,2,20,6
10,9,2,20,6
10,11,4,30,6
10,16,4,30,6
10,17,5,40,6
10,15,5,40,6
10,34,1,10,6
11,4,5,40,6
11,10,4,30,6
11,14,5,40,6
11,12,4,30,6
11,33,1,10,6
12,3,5,40,6
12,11,4,30,6
12,13,13,90,6
12,26,1,10,6
13,12,13,90,6
13,24,4,30,6
13,30,1,10,6
14,11,5,40,6
14,15,4,30,6
14,23,2,20,6
14,27,1,10,6
15,10,5,40,6
15,19,4,30,6
15,22,2,20,6
15,14,4,30,6
15,35,1,10,6
16,8,2,20,6
16,18,4,30,6
16,17,2,20,6
16,10,4,30,6
16,32,1,10,6
17,16,2,20,6
17,19,2,20,6
17,10,5,40,6
18,7,2,20,6
18,28,1,10,6
18,20,15,100,6
