start_space,delivery_space,end_space,start_time,delivery_time,end_time,sorties_cost
8,28,17,3,6,9,6
8,28,12,3,6,12,9
8,28,2,3,6,10,7
8,28,8,3,6,9,6
8,28,20,3,6,11,8
8,28,10,3,6,10,7
8,28,5,3,6,10,7
8,28,14,3,6,12,9
8,28,22,3,6,11,8
8,28,17,3,6,10,7
8,28,17,3,6,11,8
8,28,17,3,6,12,9
8,28,2,3,6,11,8
8,28,2,3,6,12,9
8,28,8,3,6,10,7
8,28,8,3,6,11,8
8,28,8,3,6,12,9
8,28,20,3,6,12,9
8,28,10,3,6,11,8
8,28,10,3,6,12,9
8,28,5,3,6,11,8
8,28,5,3,6,12,9
8,28,22,3,6,12,9
8,28,17,4,7,10,6
8,28,12,4,7,13,9
8,28,2,4,7,11,7
8,28,8,4,7,10,6
8,28,20,4,7,12,8
8,28,10,4,7,11,7
8,28,5,4,7,11,7
8,28,14,4,7,13,9
8,28,22,4,7,12,8
8,28,17,4,7,11,7
8,28,17,4,7,12,8
8,28,17,4,7,13,9
8,28,2,4,7,12,8
8,28,2,4,7,13,9
8,28,8,4,7,11,7
8,28,8,4,7,12,8
8,28,8,4,7,13,9
8,28,20,4,7,13,9
8,28,10,4,7,12,8
8,28,10,4,7,13,9
8,28,5,4,7,12,8
8,28,5,4,7,13,9
8,28,22,4,7,13,9
8,28,17,5,8,11,6
8,28,12,5,8,14,9
8,28,2,5,8,12,7
8,28,8,5,8,11,6
8,28,20,5,8,13,8
8,28,10,5,8,12,7
8,28,5,5,8,12,7
8,28,14,5,8,14,9
8,28,22,5,8,13,8
8,28,17,5,8,12,7
8,28,17,5,8,13,8
8,28,17,5,8,14,9
8,28,2,5,8,13,8
8,28,2,5,8,14,9
8,28,8,5,8,12,7
8,28,8,5,8,13,8
8,28,8,5,8,14,9
8,28,20,5,8,14,9
8,28,10,5,8,13,8
8,28,10,5,8,14,9
8,28,5,5,8,13,8
8,28,5,5,8,14,9
8,28,22,5,8,14,9
8,28,17,6,9,12,6
8,28,12,6,9,15,9
8,28,2,6,9,13,7
8,28,8,6,9,12,6
8,28,20,6,9,14,8
8,28,10,6,9,13,7
8,28,5,6,9,13,7
8,28,14,6,9,15,9
8,28,22,6,9,14,8
8,28,17,6,9,13,7
8,28,17,6,9,14,8
8,28,17,6,9,15,9
8,28,2,6,9,14,8
8,28,2,6,9,15,9
8,28,8,6,9,13,7
8,28,8,6,9,14,8
8,28,8,6,9,15,9
8,28,20,6,9,15,9
8,28,10,6,9,14,8
8,28,10,6,9,15,9
8,28,5,6,9,14,8
8,28,5,6,9,15,9
8,28,22,6,9,15,9
8,28,17,7,10,13,6
8,28,12,7,10,16,9
8,28,2,7,10,14,7
8,28,8,7,10,13,6
8,28,20,7,10,15,8
8,28,10,7,10,14,7
8,28,5,7,10,14,7
8,28,14,7,10,16,9
