from_space,to_space,from_time,to_time,from_state,to_state,cost,arc_type
8,9,0,3,0,0,3,0
8,9,1,4,0,0,3,0
8,9,2,5,0,0,3,0
8,9,3,6,0,0,3,0
8,9,4,7,0,0,3,0
8,9,5,8,0,0,3,0
8,9,6,9,0,0,3,0
8,9,7,10,0,0,3,0
8,9,8,11,0,0,3,0
8,9,9,12,0,0,3,0
8,9,10,13,0,0,3,0
8,9,11,14,0,0,3,0
8,9,12,15,0,0,3,0
9,8,0,3,0,0,3,0
9,8,1,4,0,0,3,0
9,8,2,5,0,0,3,0
9,8,3,6,0,0,3,0
9,8,4,7,0,0,3,0
9,8,5,8,0,0,3,0
9,8,6,9,0,0,3,0
9,8,7,10,0,0,3,0
9,8,8,11,0,0,3,0
9,8,9,12,0,0,3,0
9,8,10,13,0,0,3,0
9,8,11,14,0,0,3,0
9,8,12,15,0,0,3,0
11,14,0,4,0,0,4,0
11,14,1,5,0,0,4,0
11,14,2,6,0,0,4,0
11,14,3,7,0,0,4,0
11,14,4,8,0,0,4,0
11,14,5,9,0,0,4,0
11,14,6,10,0,0,4,0
11,14,7,11,0,0,4,0
11,14,8,12,0,0,4,0
11,14,9,13,0,0,4,0
11,14,10,14,0,0,4,0
11,14,11,15,0,0,4,0
6,2,0,2,0,0,2,0
6,2,1,3,0,0,2,0
6,2,2,4,0,0,2,0
6,2,3,5,0,0,2,0
6,2,4,6,0,0,2,0
6,2,5,7,0,0,2,0
6,2,6,8,0,0,2,0
6,2,7,9,0,0,2,0
6,2,8,10,0,0,2,0
6,2,9,11,0,0,2,0
6,2,10,12,0,0,2,0
6,2,11,13,0,0,2,0
6,2,12,14,0,0,2,0
6,2,13,15,0,0,2,0
15,14,0,3,0,0,3,0
15,14,1,4,0,0,3,0
15,14,2,5,0,0,3,0
15,14,3,6,0,0,3,0
15,14,4,7,0,0,3,0
15,14,5,8,0,0,3,0
15,14,6,9,0,0,3,0
15,14,7,10,0,0,3,0
15,14,8,11,0,0,3,0
15,14,9,12,0,0,3,0
15,14,10,13,0,0,3,0
15,14,11,14,0,0,3,0
15,14,12,15,0,0,3,0
20,22,0,4,0,0,4,0
20,22,1,5,0,0,4,0
20,22,2,6,0,0,4,0
20,22,3,7,0,0,4,0
20,22,4,8,0,0,4,0
20,22,5,9,0,0,4,0
20,22,6,10,0,0,4,0
20,22,7,11,0,0,4,0
20,22,8,12,0,0,4,0
20,22,9,13,0,0,4,0
20,22,10,14,0,0,4,0
20,22,11,15,0,0,4,0
14,15,0,3,0,0,3,0
14,15,1,4,0,0,3,0
14,15,2,5,0,0,3,0
14,15,3,6,0,0,3,0
14,15,4,7,0,0,3,0
14,15,5,8,0,0,3,0
14,15,6,9,0,0,3,0
14,15,7,10,0,0,3,0
14,15,8,11,0,0,3,0
14,15,9,12,0,0,3,0
14,15,10,13,0,0,3,0
14,15,11,14,0,0,3,0
14,15,12,15,0,0,3,0
9,10,0,2,0,0,2,0
9,10,1,3,0,0,2,0
9,10,2,4,0,0,2,0
9,10,3,5,0,0,2,0
9,10,4,6,0,0,2,0
9,10,5,7,0,0,2,0
9,10,6,8,0,0,2,0
9,10,7,9,0,0,2,0
9,10,8,10,0,0,2,0
9,10,9,11,0,0,2,0
9,10,10,12,0,0,2,0
9,10,11,13,0,0,2,0
9,10,12,14,0,0,2,0
9,10,13,15,0,0,2,0
22,21,0,3,0,0,3,0
22,21,1,4,0,0,3,0
22,21,2,5,0,0,3,0
22,21,3,6,0,0,3,0
22,21,4,7,0,0,3,0
22,21,5,8,0,0,3,0
22,21,6,9,0,0,3,0
22,21,7,10,0,0,3,0
22,21,8,11,0,0,3,0
22,21,9,12,0,0,3,0
22,21,10,13,0,0,3,0
22,21,11,14,0,0,3,0
22,21,12,15,0,0,3,0
17,16,0,2,0,0,2,0
17,16,1,3,0,0,2,0
17,16,2,4,0,0,2,0
17,16,3,5,0,0,2,0
17,16,4,6,0,0,2,0
17,16,5,7,0,0,2,0
17,16,6,8,0,0,2,0
17,16,7,9,0,0,2,0
17,16,8,10,0,0,2,0
17,16,9,11,0,0,2,0
17,16,10,12,0,0,2,0
17,16,11,13,0,0,2,0
17,16,12,14,0,0,2,0
17,16,13,15,0,0,2,0
13,12,0,9,0,0,9,0
13,12,1,10,0,0,9,0
13,12,2,11,0,0,9,0
13,12,3,12,0,0,9,0
13,12,4,13,0,0,9,0
13,12,5,14,0,0,9,0
13,12,6,15,0,0,9,0
16,8,0,2,0,0,2,0
16,8,1,3,0,0,2,0
16,8,2,4,0,0,2,0
16,8,3,5,0,0,2,0
16,8,4,6,0,0,2,0
